latitude,longitude
30.620833,104.036778
30.620335,104.037565
30.62051817355188,104.0369179219692
30.620289,104.037518
30.62000114156708,104.0375015930455
30.62000336964034,104.0374550664988
30.620468,104.037692
30.619955,104.036838
30.62096272474646,104.036675902167
30.621049,104.036765
30.61999387875962,104.0375069253378
30.620123,104.037465
30.6206672519732,104.0366465197068
30.62098,104.03713
30.62004787535824,104.0377627280081
30.61935333663746,104.037234750133
30.620896,104.036719
30.62016640897109,104.0368202407132
30.62083144679207,104.0366161555169
30.62342833480448,104.0340118543977
30.61994132902007,104.0376304952203
30.61990985848222,104.0375331764108
30.62049194529115,104.0368473106466
30.62279322291081,104.0354663347487
30.620951,104.03709
29.799863,104.869353
30.634253,104.056021
30.620307,104.037013
30.6197465389933,104.0379452349133
30.62317287150784,104.0343572516566
30.61989355138419,104.0374414064417
30.620924,104.036649
30.620827,104.036719
30.620312,104.037506
30.620876,104.036899
30.620724,104.037021
30.62100414979637,104.0366107033555
30.62342789055639,104.0339514249641
30.62097075398138,104.0364145954177
30.61996872568689,104.0376071063099
30.6207930160415,104.0367610555675
30.624178,104.035747
30.620883,104.036717
30.620288,104.037714
30.620109,104.036933
30.620602,104.037571
30.620857,104.036779
30.62007146311973,104.0347747675113
30.6195413181843,104.0373685283409
30.62342531139113,104.0362965636245
30.61997330032142,104.0377942254051
30.62338302052151,104.0339998488913
0.0,0.0
30.620081,104.037452
30.620833,104.036814
30.620069,104.037482
30.62015203822167,104.0376428064664
30.620825,104.036647
30.62094052442972,104.0369515746056
30.62026096064821,104.0378451451007
30.61969311889754,104.0370807709429
30.620855,104.037271
30.620825,104.036833
30.619847,104.037483
30.6203364345968,104.0378778751103
30.620344,104.036974
30.61952879800648,104.0370457747602
30.620728,104.037685
30.62092203450593,104.0366939717222
30.62007417356426,104.0377325319662
30.62019677089068,104.0380181316995
30.62040100039984,104.0365547729649
30.620336,104.037463
30.620517,104.037653
30.61984866388736,104.0376991344069
30.620783,104.036655
30.615093,104.038528
30.62044195891427,104.0368497179991
30.62078614428682,104.0370036489855
30.620728,104.036652
30.621353,104.036956
30.621261,104.036945
30.621294,104.037234
30.61945088618933,104.0372849665158
30.62037350742948,104.0379193746096
30.620709,104.037458
30.6206819648503,104.0377508892474
30.62070743042259,104.0376346158995
30.6209342183327,104.0366435117626
30.624605,104.04562
30.62056,104.03682
30.622477,104.047008
30.61996,104.03769
30.62088,104.03666
30.523464,104.063255
30.710855,104.125057
30.62343,104.03395
30.624113,104.046435
30.624286,104.045687
30.607482,104.108816
30.62357,104.045819
30.623606,104.04679
30.59799,104.04738
30.61995,104.03729
30.624551,104.045662
30.65949,104.06089
30.61999,104.03731
30.62548,104.16241
30.624446,104.045475
30.624581,104.045664
30.623908,104.046052
30.62343,104.03438
30.623844,104.046274
31.02304,104.01369
30.624367,104.045573
30.62003,104.03771
30.624207,104.045159
30.65849,104.0584
30.624198,104.046826
30.624556,104.046658
30.623921,104.046339
30.624462,104.045715
30.62036,104.03685
30.624361,104.045484
30.623993,104.046118
30.624428,104.04566
30.61989,104.03788
30.624297,104.045838
30.623892,104.046383
30.624607,104.046452
30.624448,104.045482
30.895557,104.021056
30.624433,104.045488
30.623838,104.046422
30.624265,104.045389
30.623486,104.045811
30.624693,104.045564
30.623227,104.047474
30.623775,104.046291
30.624173,104.045482
30.6202,104.03758
30.62,104.03728
30.607649,104.081094
30.81217,104.06305
30.624625,104.045693
30.624236,104.045957
30.661035,104.0351
30.62395,104.046556
30.624309,104.0464
31.77637,104.73866
30.623838,104.046258
30.62005,104.03722
30.52676,103.99961
30.623951,104.046555
30.60335,104.14736
30.624612,104.045693
30.624202,104.045544
30.623927,104.046502
30.624599,104.045646
30.62044,104.03685
30.623798,104.04557
30.624147,104.045554
30.624188,104.045649
30.62004,104.03752
30.623063,104.047216
30.624019,104.046364
30.636583,104.168701
30.62071,104.03763
30.10476,103.04515
30.624618,104.045556
30.62343,104.03456
30.61995,104.03743
30.62343,104.03405
30.624561,104.045669
30.624572,104.045672
30.710724,104.12522
30.624143,104.045123
30.62058,104.03757
30.5906,104.0961
30.623165,104.047428
30.61983,104.03666
30.6198,104.03673
30.623642,104.045814
30.624175,104.045534
30.611625,104.043578
30.624667,104.045568
30.624679,104.045555
30.61967,104.03723
30.624594,104.045644
30.624601,104.04644
30.66967,104.00703
30.6208,104.03673
30.62398,104.04559
30.624496,104.045679
30.62007,104.03732
30.624161,104.046369
30.624721,104.045739
30.624583,104.04555
30.62062,104.03662
30.624528,104.045641
30.624269,104.045645
30.624537,104.045609
30.651374,104.171548
30.650507,104.171297
30.624587,104.045534
30.624268,104.045447
30.624584,104.045674
30.61993,104.03763
30.624462,104.045668
30.61995,104.03444
30.62436,104.045484
30.6201,104.03744
30.624427,104.046465
30.62044,104.0368
30.623993,104.046393
30.624118,104.04651
30.62402,104.046364
30.624456,104.046641
30.62027,104.03681
30.623883,104.046278
30.61976,104.03786
30.6723,104.12139
30.62005,104.03754
30.624226,104.046084
30.62063,104.03763
30.623842,104.046003
30.624675,104.045568
30.650515,104.150053
30.626425,104.043099
30.624647,104.045567
30.623991,104.046297
30.623938,104.046554
30.623894,104.046506
30.624259,104.046827
30.57379,103.95381
30.624412,104.045508
30.624304,104.045655
30.623994,104.046564
30.623851,104.046584
30.624027,104.04647
30.623415,104.046728
30.781196,103.945033
30.623793,104.046124
30.624379,104.04677
30.623988,104.046678
30.624241,104.046837
30.624674,104.04559
30.623931,104.046499
30.622277,104.036713
30.624521,104.046267
30.624414,104.046664
30.624288,104.046486
30.624555,104.045684
30.624031,104.045757
30.624302,104.046417
30.623994,104.046563
30.624034,104.046469
30.62043,104.0368
30.624377,104.046766
30.624032,104.046531
30.623744,104.046197
30.623877,104.046354
30.623827,104.045944
30.62463,104.045644
30.61983,104.03731
30.62003,104.03748
30.62462,104.045704
30.653764,104.00825
30.6206,104.03782
30.656264,104.005964
30.624445,104.04549
30.624403,104.045674
30.623864,104.046529
30.623826,104.045935
30.62257,104.03477
30.624459,104.045667
30.624463,104.045662
30.624118,104.046075
30.624666,104.045659
30.623884,104.046539
30.624336,104.044982
30.62081,104.03671
30.624404,104.045656
30.624546,104.045309
30.62369,104.045352
30.67599,104.07377
30.624572,104.04555
30.896574,104.051567
30.62023,104.03728
30.624371,104.046682
30.662039,104.09586
30.62184,104.1127
30.62068,104.03652
30.62469,104.045266
30.624415,104.046662
23.457772,113.181319
31.55689,106.00396
30.624676,104.045614
30.624586,104.045673
30.624573,104.045674
30.624071,104.046775
30.81775,104.085451
30.623705,104.045572
30.624018,104.045656
30.62072,104.03667
30.624488,104.04569
30.62063,104.03785
30.66947,103.80183
30.62093,104.03659
30.6772,104.01775
30.621801,104.042149
30.665967,104.192971
30.68911,104.02117
30.624675,104.045595
30.276326,103.959288
30.624243,104.045617
30.61985,104.03665
30.624425,104.046706
30.623731,104.045574
30.624746,104.045246
30.62,104.03726
30.62331,104.0341
30.624191,104.04567
30.63542,104.01384
30.624013,104.046248
30.62403,104.046547
30.62002,104.03772
30.62426,104.045473
30.62026,104.03724
30.647621,103.869425
30.624256,104.045727
30.624675,104.045614
30.600048,103.92458
30.61372,104.05874
30.676164,104.06553
30.654781,104.087494
30.624005,104.046524
30.499871,105.300327
30.48834,104.42259
30.60982,103.98866
30.5507,104.61346
29.731458,104.923924
30.62398,104.046399
30.62067,104.0377
30.624173,104.045773
30.623917,104.046406
30.62475,104.046154
30.623937,104.046354
30.596522,104.084692
31.000773,104.04666
30.624549,104.045683
30.62016,104.03684
33.598529,102.942161
30.62441,104.045659
30.713859,104.045871
30.624647,104.045714
30.624189,104.045709
30.627614,104.04868
30.62079,104.03676
30.62458,104.045583
30.624015,104.046229
30.64757,103.869375
30.62009,104.03729
30.624588,104.045673
30.62428,104.045664
30.62336,104.03404
30.623764,104.046401
30.62448,104.046503
30.624994,104.045105
30.624625,104.045715
30.627474,104.048839
30.624314,104.045736
30.624238,104.045594
30.624481,104.046503
30.82797,103.9861
30.623946,104.045727
30.62003,104.03735
30.6201,104.03691
30.62426,104.046828
30.62091,104.03673
30.624493,104.045683
30.5574,103.90985
30.625005,104.045081
30.624242,104.045632
30.624656,104.045706
30.62087,104.03669
30.62105,104.03652
30.62457,104.045686
30.627698,104.045155
30.624416,104.046725
30.62091,104.03666
30.62097,104.03657
30.624017,104.045653
30.896656,104.051584
30.74169,104.15467
30.624477,104.045791
30.623635,104.045566
30.624407,104.045497
30.624637,104.045616
30.624743,104.045247
30.441486,104.048815
30.624394,104.045462
30.5575,104.05095
30.624272,104.045666
30.62101,104.03654
30.624222,104.045647
30.624356,104.04572
30.62022,104.03756
30.62044,104.03683
30.623974,104.046128
30.683138,104.017044
30.624092,104.045851
30.624124,104.045581
30.624045,104.046431
30.63217,104.00643
30.61996,104.03759
30.694723,104.149853
30.68792,103.86186
30.62045,104.03665
30.624411,104.046525
30.624348,104.046532
30.62333,104.03408
30.624584,104.04561
30.624592,104.045672
30.62007,104.03723
30.624266,104.045666
30.62008,104.03729
30.624482,104.045676
30.624283,104.045673
30.62032,104.03677
30.63872,104.0835
30.6201,104.03729
30.62079,104.03675
30.624564,104.045688
30.62394,104.046336
30.626752,104.062824
30.62001,104.03769
30.624445,104.045674
30.624262,104.046834
30.624351,104.046522
23.457914,113.181256
30.62082,104.03668
30.62216,104.07324
30.624464,104.046702
30.624491,104.045351
30.6243,104.045721
30.624225,104.045782
23.457886,113.181326
23.457893,113.181393
30.64313,104.04283
30.623943,104.046371
30.624503,104.04567
30.62013,104.03682
30.62303,104.03431
30.624241,104.046744
30.62427,104.046601
30.624368,104.046638
30.62024,104.03738
31.043628,103.933629
30.624181,104.046362
30.623948,104.046318
30.624553,104.045684
30.624673,104.045575
30.624137,104.046304
30.624061,104.046368
30.6205,104.03688
30.61986,104.03725
30.62038,104.03675
30.61997,104.03781
30.62001,104.03772
30.6237,104.045638
30.623671,104.045641
30.624483,104.04568
30.55037,104.00216
30.62049,104.03684
30.62002,104.03751
30.788379,104.160378
30.459144,103.719142
30.624648,104.045533
30.6242,104.045621
30.62041,104.03685
30.624644,104.04549
30.624595,104.046124
30.601343,104.298715
30.62091,104.03669
30.62065,104.03778
30.624668,104.045569
30.623049,104.047331
30.788481,104.160351
30.624356,104.04579
30.623631,104.045419
30.61993,104.03716
30.624556,104.045657
30.62008,104.03761
30.62042,104.03683
30.788383,104.160301
30.788341,104.160185
30.623102,104.047391
30.362954,106.297504
30.62002,104.03733
30.623921,104.046502
30.62072,104.03766
30.623782,104.04628
30.624521,104.046445
30.62097,104.03658
30.624487,104.045677
29.503235,105.382889
30.624567,104.045661
30.623748,104.047859
30.624666,104.045524
30.624481,104.045642
30.623066,104.047325
30.62236,104.046949
30.623099,104.047411
30.623836,104.045362
30.624644,104.045496
30.624646,104.045533
30.624561,104.045658
30.66222,104.123917
30.624484,104.045679
30.624667,104.045488
30.363146,106.29739
30.62009,104.03725
30.62049,104.03667
31.468264,104.755977
30.62052,104.0369
30.61985,104.03756
30.624647,104.0455
30.624275,104.046294
30.623617,104.046
30.61926,104.03711
30.62054,104.03685
30.62089,104.03672
30.624638,104.04552
30.67551,104.117763
30.624473,104.045687
30.62049,104.03685
30.624467,104.045677
30.60843,104.14933
30.623218,104.047517
30.623115,104.047324
30.623057,104.047371
30.624411,104.046678
30.622774,104.047192
30.6207,104.0376
30.62337,104.03403
30.623023,104.047412
30.6205,104.03687
30.624609,104.046435
30.788374,104.160196
30.624283,104.045729
30.62058,104.0368
30.624471,104.045443
30.788409,104.160233
30.62042,104.03685
30.624473,104.045672
30.624001,104.046237
30.623936,104.046416
30.623723,104.046409
30.623832,104.046507
30.623623,104.045588
30.624406,104.045662
30.623617,104.045721
30.62079,104.03667
30.62461,104.046458
30.623134,104.047437
30.62046,104.0368
30.624352,104.046723
30.623631,104.045996
30.623695,104.046548
30.6206,104.03789
30.623074,104.047434
30.624171,104.046566
30.623669,104.045634
30.62068,104.03674
30.61981,104.03776
30.622362,104.046949
30.622926,104.047003
30.623739,104.046286
30.624508,104.045705
30.624484,104.04659
30.62069,104.03772
30.623132,104.047393
30.623043,104.047358
30.6207,104.03768
30.624621,104.045405
30.624557,104.045684
30.624657,104.04567
30.62076,104.03733
30.62081,104.03673
30.624607,104.046382
30.624598,104.046433
30.624117,104.046078
30.61998,104.0374
30.624578,104.04566
30.62102,104.03646
30.624022,104.046149
30.61995,104.03741
30.62414,104.04626
30.6201,104.03758
30.624563,104.045659
30.61998,104.03711
30.623609,104.046003
30.62381,104.046503
30.623878,104.046459
30.624225,104.045637
30.624468,104.045686
30.623893,104.046407
30.62052,104.03691
30.624482,104.045642
30.623732,104.045628
30.62088,104.03669
30.62374,104.045606
30.6203,104.03768
30.624134,104.046821
